„,(,3;
„,+,1;
„,-,7;
„,.,7;
„,1,16;
„,2,8;
„,3,2;
„,4,2;
„,5,1;
„,6,4;
„,7,2;
„,9,2;
„,?,1;
„,[,21;
„,a,388;
„,b,370;
„,c,159;
„,d,539;
„,e,333;
„,f,240;
„,g,316;
„,h,267;
„,i,248;
„,j,101;
„,k,289;
„,l,183;
„,m,305;
„,n,186;
„,o,101;
„,p,230;
„,q,15;
„,r,236;
„,s,589;
„,t,237;
„,u,116;
„,v,198;
„,w,269;
„,x,2;
„,y,14;
„,z,99;
„,‚,1;
„,„,1;
„,…,13;
„,–,1;
„,Á,1;
„,Ä,6;
„,È,2;
„,Ó,1;
„,Ö,4;
„,Ø,1;
„,Ü,16;
„,ä,3;
„,å,1;
„,é,2;
„,ö,3;
„,ü,6;
…, ,96;
…,!,1;
…,",2;
…,),14;
…,,,3;
…,-,3;
…,.,5;
…,1,1;
…,:,2;
…,;,1;
…,=,1;
…,?,1;
…,],86;
…,a,1;
…,d,7;
…,e,1;
…,m,2;
…,s,1;
…,t,2;
…,v,1;
…,w,1;
…,“,13;
†, ,1134;
†,),3;
†,,,3;
†,.,5;
†,6,1;
†,:,1;
†,g,12;
‰, ,3;
‰,.,2;
Š,i,1;
Š,k,9;
Š,p,1;
Š,t,10;
Š,u,1;
Š,v,1;
‹, ,2;
‹,,,1;
‹,.,1;
‹,b,2;
‹,g,1;
‹,s,1;
‹,w,1;
Œ,u,2;
Ž,d,1;
Ž,e,3;
Ž,i,3;
Ž,u,1;
‘, ,70;
‘,),23;
‘,,,20;
‘,.,14;
‘,0,1;
‘,:,1;
‘,;,1;
‘,],1;
‘,c,1;
‘,d,1;
‘,e,1;
‘,g,1;
‘,i,1;
‘,l,1;
‘,m,1;
‘,p,1;
‘,s,7;
‘,t,2;
‘,“,2;
’, ,186;
’,),2;
’,,,9;
’,-,10;
’,.,3;
’,/,1;
’,1,1;
’,4,2;
’,6,2;
’,7,4;
’,:,2;
’,],1;
’,a,213;
’,b,13;
’,c,9;
’,d,13;
’,e,59;
’,g,3;
’,h,38;
’,i,52;
’,j,4;
’,k,1;
’,l,2;
’,m,11;
’,n,48;
’,o,63;
’,p,1;
’,r,15;
’,s,464;
’,t,35;
’,u,10;
’,v,3;
’,z,1;
’,‚,1;
’,Œ,1;
’,’,2;
’,É,7;
’,Î,1;
’,â,1;
’,è,2;
’,é,6;
’,î,3;
“, ,3708;
“,(,7;
“,),401;
“,,,815;
“,-,51;
“,.,818;
“,1,12;
“,2,11;
“,9,1;
“,:,29;
“,;,35;
“,=,90;
“,?,3;
“,a,17;
“,b,8;
“,c,4;
“,d,60;
“,e,14;
“,f,9;
“,g,9;
“,h,3;
“,i,21;
“,j,4;
“,k,1;
“,l,2;
“,m,14;
“,n,3;
“,o,4;
“,p,6;
“,r,3;
“,s,7;
“,t,5;
“,u,2;
“,v,11;
“,w,13;
“,y,1;
“,z,1;
“,„,7;
“,–,1;
“,Ü,2;
”, ,31;
”,",1;
”,),6;
”,,,5;
”,-,1;
”,.,4;
”,:,1;
”,=,3;
”,a,1;
”,c,1;
”,d,2;
”,g,1;
”,h,1;
”,l,1;
”,m,1;
”,o,1;
”,p,1;
•, ,2;
–, ,3769;
–,(,1;
–,),6;
–,,,16;
–,.,3;
–,0,11;
–,1,2903;
–,2,629;
–,3,146;
–,4,116;
–,5,96;
–,6,84;
–,7,76;
–,8,61;
–,9,55;
–,=,2;
–,?,8;
–,a,16;
–,b,29;
–,c,25;
–,d,20;
–,e,12;
–,f,19;
–,g,7;
–,h,17;
–,i,6;
–,j,6;
–,k,7;
–,l,22;
–,m,35;
–,n,12;
–,o,19;
–,p,6;
–,q,1;
–,r,12;
–,s,35;
–,t,8;
–,u,7;
–,v,7;
–,w,15;
–,x,2;
–,z,25;
–,~,2;
–,’,1;
–,–,6;
–,Ü,1;
—, ,20;
—,1,1;
—,9,1;
—,:,2;
—,t,1;
™, ,2;
™,",2;
™,-,1;
š, ,7;
š,,,1;
š,a,7;
š,e,4;
š,i,5;
š,k,3;
š,n,2;
š,o,4;
š,s,1;
š,t,7;
š,u,4;
š,í,1;
›, ,4;
›,,,1;
›,.,2;
›,],1;
›,a,1;
›,f,2;
›,l,1;
œ,f,1;
œ,p,1;
œ,u,6;
ž, ,4;
ž,a,1;
ž,d,1;
ž,e,1;
ž,i,2;
ž,s,2;
ž,u,1;
£, ,1;
£,.,2;
£,2,2;
£,3,1;
§, ,217;
§,2,2;
§,§,14;
ª, ,3;
«, ,20;
«,),4;
«,,,2;
«,.,8;
«,:,1;
«,=,1;
«,a,7;
«,b,7;
«,c,1;
«,d,6;
«,e,6;
«,f,4;
«,g,3;
«,i,4;
«,j,2;
«,k,7;
«,l,4;
«,m,4;
«,n,2;
«,o,1;
«,p,1;
«,q,1;
«,r,2;
«,s,2;
«,t,4;
«,u,1;
«,v,4;
«,w,1;
«,“,1;
«,ä,1;
­,b,1;
­,e,1;
­,g,3;
­,k,1;
­,l,2;
­,n,2;
­,p,2;
­,s,1;
­,t,1;
®, ,1;
°, ,57;
°,,,4;
°,-,2;
°,.,5;
°,1,4;
°,2,1;
°,3,1;
°,4,1;
°,5,1;
°,=,1;
°,c,53;
°,d,1;
±, ,7;
², ,128;
²,(,4;
²,),9;
²,,,33;
²,-,1;
²,.,72;
²,1,1;
²,:,2;
²,;,17;
²,b,1;
²,l,1;
²,z,1;
³, ,47;
³,),2;
³,,,5;
³,-,28;
³,.,12;
³,/,16;
³,1,5;
³,:,1;
³,b,1;
´, ,6;
´,),1;
´,a,2;
´,c,1;
´,e,1;
´,h,1;
´,j,6;
´,o,1;
´,s,19;
´,t,2;
µ,-,2;
µ,g,6;
µ,m,8;
·, ,6;
·,a,1;
·,b,2;
·,d,2;
·,i,1;
·,r,1;
¹, ,1;
¹,),1;
º, ,1;
º,1,1;
º,4,2;
», ,40;
»,),7;
»,,,15;
»,-,2;
»,.,8;
»,/,2;
»,1,3;
»,:,1;
»,=,1;
»,b,1;
»,d,7;
»,e,4;
»,g,2;
»,i,3;
»,j,3;
»,k,3;
»,l,3;
»,m,1;
»,r,1;
»,s,1;
»,v,2;
»,z,2;
¼, ,4;
½, ,29;
¾, ,2;
¾,.,1;
¿,y,1;
À, ,2;
Á,g,11;
Á,l,33;
Á,n,13;
Á,r,2;
Á,t,1;
Ä,),2;
Ä,-,1;
Ä,.,11;
Ä,b,22;
Ä,c,12;
Ä,d,3;
Ä,g,72;
Ä,h,108;
Ä,i,1;
Ä,l,41;
Ä,m,83;
Ä,n,145;
Ä,o,1;
Ä,p,3;
Ä,q,9;
Ä,r,146;
Ä,s,33;
Ä,t,25;
Ä,u,37;
Ä,x,1;
Å, ,4;
Å,b,2;
Å,k,19;
Å,l,8;
Å,m,1;
Å,r,6;
Å,s,3;
Æ,q,1;
Æ,r,2;
Æ,t,4;
Ç,i,1;
Ç,o,1;
È, ,2;
È,d,1;
É,b,1;
É,c,78;
É,d,39;
É,g,15;
É,i,8;
É,l,26;
É,m,28;
É,p,7;
É,q,3;
É,r,9;
É,t,27;
É,v,18;
Í, ,18;
Í,,,1;
Í,f,2;
Í,l,1;
Í,o,1;
Í,r,1;
Í,s,3;
Í,t,2;
Î,l,25;
Ð,e,1;
Ñ,u,1;
Ó, ,2;
Ó,l,3;
Ó,r,1;
Ó,s,15;
Ö, ,44;
Ö,),11;
Ö,,,6;
Ö,-,3;
Ö,.,5;
Ö,1,2;
Ö,:,21;
Ö,=,1;
Ö,a,7;
Ö,b,18;
Ö,c,4;
Ö,d,21;
Ö,e,1;
Ö,f,218;
Ö,g,10;
Ö,h,10;
Ö,k,113;
Ö,l,231;
Ö,n,4;
Ö,p,22;
Ö,r,44;
Ö,s,675;
Ö,t,18;
Ö,v,22;
Ö,w,1;
Ö,z,1;
Ö,ç,2;
Ö,ö,1;
×, ,231;
×,1,16;
×,2,8;
×,5,1;
×,9,1;
×,“,1;
Ø,-,1;
Ø,r,1;
Ø,v,2;
Ø,y,1;
Ù,n,1;
Ú,l,1;
Ú,v,1;
Ü, ,2;
Ü,),2;
Ü,4,1;
Ü,b,1588;
Ü,c,2;
Ü,d,7;
Ü,e,2;
Ü,h,1;
Ü,l,6;
Ü,n,3;
Ü,r,3;
Ü,s,3;
Ü,t,3;
Ü,v,17;
Þ,ó,2;
ß, ,1468;
ß,),18;
ß,*,1;
ß,,,138;
ß,-,107;
ß,.,194;
ß,1,1;
ß,:,21;
ß,;,8;
ß,=,1;
ß,?,3;
ß,a,35;
ß,b,1050;
ß,c,12;
ß,d,28;
ß,e,7825;
ß,f,77;
ß,g,198;
ß,h,136;
ß,i,891;
ß,j,1;
ß,k,87;
ß,l,766;
ß,m,93;
ß,n,314;
ß,o,12;
ß,p,29;
ß,r,62;
ß,s,183;
ß,t,1124;
ß,u,98;
ß,v,86;
ß,w,49;
ß,z,31;
ß,“,12;
ß,ä,1;
ß,ö,1;
ß,ü,2;
à, ,104;
à,),2;
à,,,1;
à,-,6;
à,.,4;
à,1,1;
à,2,1;
à,d,2;
à,i,2;
à,r,2;
à,s,6;
à,t,1;
á, ,51;
á,),2;
á,,,6;
á,-,2;
á,.,7;
á,/,2;
á,b,5;
á,c,12;
á,d,12;
á,e,3;
á,f,9;
á,g,25;
á,i,16;
á,j,2;
á,k,5;
á,l,46;
á,m,5;
á,n,135;
á,o,1;
á,p,2;
á,r,57;
á,s,30;
á,t,14;
á,u,1;
á,v,1;
á,y,1;
á,z,8;
á,“,1;
á,š,4;
á,ñ,1;
â,c,5;
â,g,2;
â,l,2;
â,m,2;
â,n,7;
â,p,1;
â,q,1;
â,r,4;
â,t,96;
â,w,1;
ã,,,1;
ã,-,2;
ã,e,2;
ã,o,139;
ä, ,44;
ä,,,4;
ä,-,27;
ä,.,2;
ä,a,19;
ä,b,298;
ä,c,3145;
ä,d,1620;
ä,e,62;
ä,f,1593;
ä,g,2121;
ä,h,6155;
ä,i,509;
ä,j,1;
ä,k,85;
ä,l,3051;
ä,m,897;
ä,n,9234;
ä,o,268;
ä,p,98;
ä,q,11;
ä,r,5148;
ä,s,2579;
ä,t,8880;
ä,u,4107;
ä,v,48;
ä,w,1;
ä,x,6;
ä,y,2;
ä,z,62;
ä,“,1;
ä,ß,740;
ä,ä,15;
å, ,22;
å,,,4;
å,b,4;
å,d,2;
å,f,1;
å,g,1;
å,k,23;
å,l,11;
å,m,1;
å,n,8;
å,r,25;
å,s,11;
å,t,2;
å,v,3;
æ, ,6;
æ,:,1;
æ,c,1;
æ,d,7;
æ,f,1;
æ,g,5;
æ,k,3;
æ,l,6;
æ,m,2;
æ,n,3;
æ,o,1;
æ,p,1;
æ,r,15;
æ,s,6;
æ,t,5;
æ,ð,1;
ç, ,2;
ç,,,2;
ç,a,78;
ç,i,2;
ç,o,139;
ç,u,3;
ç,á,5;
ç,ã,21;
ç,õ,6;
è, ,14;
è,,,2;
è,-,2;
è,:,1;
è,b,2;
è,c,24;
è,d,5;
è,g,31;
è,i,2;
è,l,6;
è,m,14;
è,n,37;
è,o,5;
è,p,1;
è,q,19;
è,r,126;
è,s,61;
è,t,12;
è,v,22;
è,y,6;
è,z,7;
é, ,530;
é,),9;
é,,,54;
é,-,41;
é,.,26;
é,1,1;
é,2,2;
é,:,8;
é,;,2;
é,=,2;
é,a,43;
é,b,50;
é,c,70;
é,d,114;
é,e,164;
é,f,9;
é,g,98;
é,h,10;
é,i,4;
é,j,9;
é,k,2;
é,l,95;
é,m,80;
é,n,130;
é,o,65;
é,p,245;
é,q,5;
é,r,273;
é,s,98;
é,t,111;
é,u,6;
é,v,36;
é,x,9;
é,z,15;
é,“,9;
é,â,8;
ê, ,3;
ê,,,1;
ê,a,1;
ê,c,1;
ê,k,1;
ê,l,2;
ê,m,15;
ê,n,3;
ê,q,5;
ê,s,3;
ê,t,22;
ê,v,1;
ë, ,4;
ë,,,1;
ë,c,11;
ë,h,1;
ë,i,1;
ë,l,19;
ë,m,1;
ë,n,25;
ë,r,4;
ë,s,15;
ë,t,10;
ë,v,4;
ì, ,4;
í, ,30;
í,),1;
í,,,6;
í,.,2;
í,=,1;
í,a,155;
í,b,5;
í,c,8;
í,d,3;
í,e,6;
í,f,5;
í,g,22;
í,j,1;
í,k,6;
í,l,15;
í,m,15;
í,n,82;
í,o,53;
í,p,3;
í,q,3;
í,r,21;
í,s,24;
í,t,5;
í,v,6;
í,z,3;
í,ð,1;
î,l,4;
î,m,7;
î,n,3;
î,t,9;
ï, ,4;
ï,),1;
ï,-,1;
ï,a,1;
ï,c,1;
ï,d,1;
ï,e,2;
ï,g,1;
ï,l,1;
ï,m,3;
ï,n,3;
ï,p,2;
ï,q,2;
ï,r,2;
ï,s,2;
ï,“,1;
ð, ,1;
ð,),1;
ð,a,9;
ð,g,1;
ð,i,7;
ð,k,1;
ð,l,5;
ð,s,1;
ð,u,8;
ñ,a,84;
ñ,e,9;
ñ,i,4;
ñ,o,58;
ñ,u,1;
ñ,é,1;
ñ,í,6;
ñ,ó,1;
ò, ,22;
ò,!,2;
ò,,,3;
ò,l,1;
ò,n,9;
ò,s,1;
ó, ,20;
ó,),2;
ó,,,3;
ó,.,2;
ó,/,1;
ó,1,1;
ó,:,2;
ó,b,4;
ó,c,6;
ó,d,10;
ó,f,11;
ó,g,7;
ó,i,7;
ó,k,3;
ó,l,10;
ó,m,10;
ó,n,260;
ó,p,19;
ó,r,45;
ó,s,6;
ó,t,7;
ó,v,3;
ó,w,4;
ó,ó,1;
ô, ,2;
ô,a,1;
ô,b,1;
ô,g,3;
ô,l,5;
ô,m,16;
ô,n,59;
ô,p,6;
ô,r,1;
ô,s,1;
ô,t,70;
õ,e,12;
õ,g,5;
õ,l,3;
õ,o,2;
õ,r,7;
õ,u,1;
õ,õ,1;
ö, ,23;
ö,),2;
ö,,,2;
ö,-,2;
ö,.,16;
ö,/,1;
ö,2,1;
ö,8,1;
ö,;,1;
ö,b,144;
ö,c,869;
ö,d,469;
ö,e,12;
ö,f,2400;
ö,g,1350;
ö,h,1927;
ö,i,15;
ö,j,1;
ö,k,93;
ö,l,2139;
ö,m,627;
ö,n,3345;
ö,o,6;
ö,p,306;
ö,r,5873;
ö,s,3354;
ö,t,1045;
ö,u,1;
ö,v,71;
ö,w,113;
ö,x,7;
ö,z,127;
ö,ß,1341;
ö,ö,4;
ø, ,10;
ø,,,1;
ø,.,1;
ø,:,3;
ø,b,12;
ø,d,13;
ø,e,1;
ø,f,5;
ø,g,6;
ø,j,10;
ø,k,4;
ø,l,8;
ø,m,9;
ø,n,28;
ø,r,84;
ø,s,9;
ø,t,7;
ø,v,6;
ø,y,17;
ø,ð,1;
ø,ø,1;
ù, ,5;
ù,d,1;
ú, ,12;
ú,",1;
ú,),2;
ú,,,3;
ú,.,3;
ú,a,4;
ú,b,10;
ú,c,3;
ú,d,1;
ú,g,2;
ú,h,1;
ú,j,7;
ú,l,2;
ú,m,1;
ú,n,12;
ú,r,3;
ú,s,16;
ú,t,8;
ú,z,15;
ú,ñ,3;
û, ,1;
û,l,3;
û,r,1;
û,s,1;
û,t,1;
ü, ,14;
ü,,,1;
ü,.,190;
ü,a,7;
ü,b,8475;
ü,c,4653;
ü,d,2907;
ü,e,35;
ü,f,344;
ü,g,1711;
ü,h,6709;
ü,i,1;
ü,k,13;
ü,l,1418;
ü,m,391;
ü,n,8276;
ü,p,146;
ü,r,17490;
ü,s,1841;
ü,t,2642;
ü,v,8;
ü,w,5;
ü,x,18;
ü,y,3;
ü,z,1;
ü,“,1;
ü,ß,144;
ü,ê,1;
ü,ü,1;
ý, ,6;
ý,g,1;
ý,š,1;
þ,e,1;
ÿ,c,2;
ÿ,e,1;
